# a0,a1,a2,a3,a4,a5,a6,a7,a8
-3.650531768798828125e-01,-1.764386296272277832e-01,-4.915433228015899658e-01,-1.670274734497070312e-01,-1.428083479404449463e-01,5.425490140914916992e-01,1.488348692655563354e-01,-3.650331199169158936e-01,-2.141922116279602051e-01
-3.737651109695434570e-01,-1.278645396232604980e-01,-4.161901772022247314e-01,-9.086704999208450317e-02,-1.194410175085067749e-01,6.638569235801696777e-01,2.440572232007980347e-01,-2.879186868667602539e-01,-3.475105762481689453e-01
-5.217016935348510742e-01,-2.141303569078445435e-01,-3.671331107616424561e-01,-1.175078004598617554e-01,-1.487191319465637207e-01,7.792329788208007812e-01,3.627260923385620117e-01,-1.651661098003387451e-01,-4.033471643924713135e-01
-4.643849432468414307e-01,-2.826403975486755371e-01,-4.599501490592956543e-01,-2.121180593967437744e-01,-1.960868537425994873e-01,7.582202553749084473e-01,4.620108604431152344e-01,-2.791987657546997070e-01,-3.328694105148315430e-01
-4.549484550952911377e-01,-3.462567925453186035e-01,-4.621042609214782715e-01,-2.721354365348815918e-01,-1.672622710466384888e-01,7.383734583854675293e-01,3.613325357437133789e-01,-3.942238390445709229e-01,-3.188607096672058105e-01
-3.342245519161224365e-01,-3.930694758892059326e-01,-3.922042250633239746e-01,-2.245370298624038696e-01,-3.779579699039459229e-02,8.346677422523498535e-01,3.813140988349914551e-01,-3.471146821975708008e-01,-1.993447691202163696e-01
-3.643689155578613281e-01,-4.450310766696929932e-01,-5.389609336853027344e-01,-1.265717148780822754e-01,5.249841511249542236e-02,7.160040736198425293e-01,4.043713212013244629e-01,-3.579201698303222656e-01,-3.137320280075073242e-01
-2.201984524726867676e-01,-5.306223034858703613e-01,-6.687906980514526367e-01,-9.811750054359436035e-02,1.241584196686744690e-01,5.757371187210083008e-01,4.519866108894348145e-01,-3.482325971126556396e-01,-4.327525198459625244e-01
-3.184412717819213867e-01,-5.102300047874450684e-01,-7.298834323883056641e-01,3.337721526622772217e-02,2.197804898023605347e-01,7.208073139190673828e-01,3.798878788948059082e-01,-2.073155045509338379e-01,-4.533823728561401367e-01
-3.641856312751770020e-01,-6.451251506805419922e-01,-8.640538454055786133e-01,9.098058938980102539e-02,2.071591913700103760e-01,6.387637853622436523e-01,4.140789806842803955e-01,-2.814580798149108887e-01,-4.300928413867950439e-01
-4.064230024814605713e-01,-5.480594635009765625e-01,-7.678449749946594238e-01,8.418571203947067261e-02,1.624049246311187744e-01,5.975317358970642090e-01,5.057933330535888672e-01,-3.330042362213134766e-01,-5.173750519752502441e-01
-5.310164690017700195e-01,-5.580515265464782715e-01,-7.732053399085998535e-01,1.864583194255828857e-01,7.877653092145919800e-02,5.618290901184082031e-01,5.983150601387023926e-01,-2.359171509742736816e-01,-5.519917011260986328e-01
-5.432792901992797852e-01,-6.170657873153686523e-01,-6.434388756752014160e-01,7.205145061016082764e-02,2.089013457298278809e-01,6.169890165328979492e-01,6.077867150306701660e-01,-3.761194348335266113e-01,-5.593128204345703125e-01
-5.709548592567443848e-01,-7.187001705169677734e-01,-5.965160131454467773e-01,2.133967280387878418e-01,2.275579869747161865e-01,6.814150214195251465e-01,4.783218502998352051e-01,-4.008193314075469971e-01,-6.744052767753601074e-01
-5.371161103248596191e-01,-5.871555209159851074e-01,-5.479826927185058594e-01,8.643764257431030273e-02,1.839578449726104736e-01,6.966140270233154297e-01,4.492841660976409912e-01,-3.007261157035827637e-01,-5.800039768218994141e-01
-5.035668015480041504e-01,-6.251181364059448242e-01,-6.213817596435546875e-01,-3.180006146430969238e-02,1.404271423816680908e-01,6.705657839775085449e-01,5.020310282707214355e-01,-2.532781660556793213e-01,-7.089715003967285156e-01
-5.349889993667602539e-01,-7.205844521522521973e-01,-7.243379354476928711e-01,6.639058142900466919e-02,3.001704812049865723e-03,6.463206410408020020e-01,4.024921357631683350e-01,-1.394791007041931152e-01,-6.918593645095825195e-01
-6.155748367309570312e-01,-7.198562622070312500e-01,-6.548920273780822754e-01,2.038259804248809814e-01,-8.086449652910232544e-02,7.621752023696899414e-01,5.327833890914916992e-01,-1.455293595790863037e-02,-6.512350440025329590e-01
-5.766286253929138184e-01,-7.488930821418762207e-01,-5.791726708412170410e-01,2.132141888141632080e-01,-2.763307467103004456e-02,7.407125830650329590e-01,6.022323369979858398e-01,8.278851956129074097e-02,-7.573041915893554688e-01
-4.767497181892395020e-01,-7.368041276931762695e-01,-4.757728874683380127e-01,1.926047056913375854e-01,-6.392093002796173096e-02,8.652307987213134766e-01,5.275831222534179688e-01,1.860522180795669556e-01,-7.620980143547058105e-01
-4.725210964679718018e-01,-7.942636609077453613e-01,-4.538602232933044434e-01,1.401680707931518555e-01,-2.021401077508926392e-01,7.968303561210632324e-01,3.794968426227569580e-01,3.295586705207824707e-01,-6.223738193511962891e-01
-5.039744973182678223e-01,-7.257524132728576660e-01,-5.001183748245239258e-01,1.914960145950317383e-01,-1.105110943317413330e-01,9.308572411537170410e-01,3.495605289936065674e-01,4.145480692386627197e-01,-6.925953030586242676e-01
-3.568748235702514648e-01,-8.680215477943420410e-01,-4.690597355365753174e-01,2.393478155136108398e-01,-5.409742891788482666e-02,8.169735074043273926e-01,4.811194539070129395e-01,3.189030587673187256e-01,-6.557692885398864746e-01
-4.400720000267028809e-01,-9.258566498756408691e-01,-4.551221728324890137e-01,2.145058363676071167e-01,-1.560297459363937378e-01,7.182544469833374023e-01,4.565628767013549805e-01,3.960879445075988770e-01,-5.363798737525939941e-01
-5.648337006568908691e-01,-9.579254984855651855e-01,-5.750485062599182129e-01,6.948357820510864258e-02,-1.075141429901123047e-01,7.489892840385437012e-01,3.554686009883880615e-01,3.162317872047424316e-01,-6.792675256729125977e-01
-4.643495380878448486e-01,-8.155183196067810059e-01,-6.844106316566467285e-01,-1.107385754585266113e-02,3.008715808391571045e-03,8.769284486770629883e-01,3.313568234443664551e-01,1.814185231924057007e-01,-8.174499869346618652e-01
-4.421645700931549072e-01,-8.476498126983642578e-01,-8.258149027824401855e-01,1.390185952186584473e-02,-1.436005234718322754e-01,9.631400108337402344e-01,2.732866704463958740e-01,4.349592328071594238e-02,-7.909443378448486328e-01
-4.728592336177825928e-01,-7.055096626281738281e-01,-8.125553131103515625e-01,-5.352638661861419678e-02,-8.076886087656021118e-02,8.945876359939575195e-01,3.945596516132354736e-01,5.912516266107559204e-03,-7.759837508201599121e-01
-6.076872944831848145e-01,-7.276732921600341797e-01,-7.128462791442871094e-01,3.816825151443481445e-02,-1.634732931852340698e-01,8.124113678932189941e-01,4.897512495517730713e-01,1.350320428609848022e-01,-8.973754644393920898e-01
-6.226696968078613281e-01,-7.764369845390319824e-01,-6.016397476196289062e-01,-8.677427470684051514e-02,-2.501355111598968506e-01,8.881518840789794922e-01,3.551394045352935791e-01,1.327926516532897949e-01,-9.147433638572692871e-01
-6.723493337631225586e-01,-8.080652952194213867e-01,-5.926575660705566406e-01,-1.883640587329864502e-01,-2.285367548465728760e-01,9.797815680503845215e-01,4.331876933574676514e-01,2.896261960268020630e-02,-1.000000000000000000e+00
-7.418970465660095215e-01,-8.497428894042968750e-01,-6.201208829879760742e-01,-1.344548910856246948e-01,-3.615326285362243652e-01,8.401833772659301758e-01,4.007608592510223389e-01,8.811172842979431152e-02,-1.000000000000000000e+00
-6.994457244873046875e-01,-9.217944145202636719e-01,-5.042950510978698730e-01,-1.574790477752685547e-02,-4.223464727401733398e-01,7.591814994812011719e-01,3.741520643234252930e-01,1.027120649814605713e-02,-9.482848644256591797e-01
-6.016263365745544434e-01,-8.698667883872985840e-01,-4.069899320602416992e-01,-4.665025696158409119e-02,-5.254513621330261230e-01,8.305667638778686523e-01,3.322944045066833496e-01,6.165245547890663147e-02,-1.000000000000000000e+00
-7.272574305534362793e-01,-7.220922708511352539e-01,-5.101294517517089844e-01,9.987603127956390381e-02,-3.822673857212066650e-01,9.187121987342834473e-01,3.801212906837463379e-01,8.499456942081451416e-02,-8.901695609092712402e-01
-7.904255986213684082e-01,-7.317879199981689453e-01,-4.743124544620513916e-01,7.323317229747772217e-02,-4.040214419364929199e-01,8.677976131439208984e-01,3.993908464908599854e-01,1.901669204235076904e-01,-9.797110557556152344e-01
-6.600956916809082031e-01,-6.750616431236267090e-01,-3.773304820060729980e-01,9.009037911891937256e-02,-3.201664388179779053e-01,7.226577401161193848e-01,4.949049651622772217e-01,5.220857262611389160e-02,-8.627370595932006836e-01
-5.125068426132202148e-01,-7.368413805961608887e-01,-4.642349183559417725e-01,1.696993857622146606e-01,-3.942585289478302002e-01,8.323264718055725098e-01,3.757577538490295410e-01,-6.000486761331558228e-02,-7.189915776252746582e-01
-4.603551626205444336e-01,-6.327751874923706055e-01,-5.169361233711242676e-01,2.226445078849792480e-01,-3.659859895706176758e-01,8.632715344429016113e-01,4.305174946784973145e-01,-3.739711642265319824e-02,-7.402728796005249023e-01
-5.275783538818359375e-01,-5.522007942199707031e-01,-5.990543961524963379e-01,2.803508043289184570e-01,-4.459861516952514648e-01,9.008705615997314453e-01,5.046409964561462402e-01,-1.217829510569572449e-01,-8.722898960113525391e-01
-6.382862329483032227e-01,-5.204017162322998047e-01,-4.942204654216766357e-01,1.438498497009277344e-01,-3.757407665252685547e-01,8.532661795616149902e-01,4.981995224952697754e-01,6.874911487102508545e-03,-9.226984381675720215e-01
-6.486851572990417480e-01,-6.662969589233398438e-01,-6.197408437728881836e-01,7.142733037471771240e-02,-5.173851251602172852e-01,8.926787972450256348e-01,4.761190414428710938e-01,2.131847292184829712e-02,-1.000000000000000000e+00
-7.099055647850036621e-01,-6.171495914459228516e-01,-4.801500439643859863e-01,-6.344763934612274170e-02,-4.002698361873626709e-01,9.157431721687316895e-01,4.952948987483978271e-01,2.140203304588794708e-02,-1.000000000000000000e+00
-8.329424858093261719e-01,-5.868759751319885254e-01,-5.278624892234802246e-01,6.173278391361236572e-02,-4.282926619052886963e-01,8.087276220321655273e-01,5.597105622291564941e-01,-4.059194028377532959e-02,-9.923589229583740234e-01
-7.735926508903503418e-01,-4.667967557907104492e-01,-4.402051270008087158e-01,1.146411001682281494e-01,-3.744027018547058105e-01,9.425050020217895508e-01,4.984577894210815430e-01,-1.902583092451095581e-01,-1.000000000000000000e+00
-8.582252264022827148e-01,-4.182463884353637695e-01,-4.000916481018066406e-01,1.426795125007629395e-01,-5.195297002792358398e-01,1.000000000000000000e+00,4.455169141292572021e-01,-1.407415121793746948e-01,-9.830264449119567871e-01
-9.054059386253356934e-01,-5.278735160827636719e-01,-5.217659473419189453e-01,2.421350181102752686e-01,-3.940104246139526367e-01,1.000000000000000000e+00,3.265471458435058594e-01,-1.701333522796630859e-01,-9.143446683883666992e-01
-8.214596509933471680e-01,-6.424079537391662598e-01,-6.717567443847656250e-01,3.057761192321777344e-01,-4.370315670967102051e-01,9.263443946838378906e-01,1.804163902997970581e-01,-1.580435335636138916e-01,-8.089994192123413086e-01
-6.841701269149780273e-01,-6.226844787597656250e-01,-6.674183607101440430e-01,1.812930405139923096e-01,-4.223697185516357422e-01,8.903381228446960449e-01,2.125569730997085571e-01,-1.914256215095520020e-01,-8.869096636772155762e-01
-8.056805133819580078e-01,-6.782089471817016602e-01,-7.884249091148376465e-01,8.436212688684463501e-02,-2.761688828468322754e-01,8.735691905021667480e-01,2.221184968948364258e-01,-7.934006303548812866e-02,-7.382389903068542480e-01
-7.808662056922912598e-01,-5.844668149948120117e-01,-8.403425812721252441e-01,2.608531340956687927e-02,-3.053577542304992676e-01,9.253213405609130859e-01,2.767760157585144043e-01,-1.347682327032089233e-01,-8.482760190963745117e-01
-7.411473393440246582e-01,-6.959690451622009277e-01,-8.167948126792907715e-01,8.411195129156112671e-02,-2.451743036508560181e-01,1.000000000000000000e+00,3.886338472366333008e-01,-1.347805410623550415e-01,-7.792012691497802734e-01
-7.053955197334289551e-01,-7.899770736694335938e-01,-9.590879082679748535e-01,1.947436481714248657e-02,-2.622641921043395996e-01,1.000000000000000000e+00,4.936216473579406738e-01,-2.259068191051483154e-01,-8.915363550186157227e-01
-5.663515329360961914e-01,-9.075636863708496094e-01,-9.655405879020690918e-01,4.514348506927490234e-02,-2.498518675565719604e-01,8.758096694946289062e-01,3.607297241687774658e-01,-3.442617952823638916e-01,-8.658600449562072754e-01
-5.530480742454528809e-01,-9.874414205551147461e-01,-9.242083430290222168e-01,1.411637365818023682e-01,-3.873781859874725342e-01,8.752486705780029297e-01,4.175228476524353027e-01,-4.185682237148284912e-01,-9.235287904739379883e-01
-5.189567208290100098e-01,-8.680608272552490234e-01,-8.312309980392456055e-01,1.661027967929840088e-01,-3.183116614818572998e-01,8.346953988075256348e-01,4.598125219345092773e-01,-4.287137389183044434e-01,-1.000000000000000000e+00
-4.584352374076843262e-01,-8.511214256286621094e-01,-8.736445307731628418e-01,2.895045578479766846e-01,-4.620314240455627441e-01,7.794273495674133301e-01,3.268769383430480957e-01,-3.487555384635925293e-01,-9.393677711486816406e-01
-5.090295672416687012e-01,-7.984225749969482422e-01,-9.048633575439453125e-01,3.663806915283203125e-01,-4.757763147354125977e-01,7.531112432479858398e-01,4.572958946228027344e-01,-4.234918057918548584e-01,-1.000000000000000000e+00
-4.836666285991668701e-01,-6.576260328292846680e-01,-9.415115714073181152e-01,2.349917143583297729e-01,-5.239847302436828613e-01,7.548907399177551270e-01,3.558728098869323730e-01,-3.760611414909362793e-01,-8.506751656532287598e-01
-4.981447756290435791e-01,-7.012074589729309082e-01,-9.713003039360046387e-01,1.195355653762817383e-01,-4.090026617050170898e-01,7.293384075164794922e-01,3.220551311969757080e-01,-3.281540572643280029e-01,-8.680651187896728516e-01
-4.536747336387634277e-01,-8.327735662460327148e-01,-8.771833181381225586e-01,2.516867518424987793e-01,-3.643730580806732178e-01,8.657081723213195801e-01,2.174848318099975586e-01,-3.349291980266571045e-01,-8.375231027603149414e-01
-4.291537404060363770e-01,-8.623350262641906738e-01,-9.257580041885375977e-01,1.397339552640914917e-01,-3.968503177165985107e-01,7.645063996315002441e-01,2.877945303916931152e-01,-4.222799241542816162e-01,-9.699535369873046875e-01
-4.134438931941986084e-01,-8.337661027908325195e-01,-8.141840696334838867e-01,1.628284454345703125e-01,-4.432060718536376953e-01,8.554099798202514648e-01,2.998782098293304443e-01,-5.484958291053771973e-01,-9.501983523368835449e-01
-2.910383343696594238e-01,-8.648723363876342773e-01,-8.752863407135009766e-01,5.586928129196166992e-02,-5.477724075317382812e-01,8.352414369583129883e-01,3.285821676254272461e-01,-6.743112206459045410e-01,-8.183277845382690430e-01
-2.144982516765594482e-01,-8.388851881027221680e-01,-7.767547369003295898e-01,-7.007469236850738525e-02,-5.547207593917846680e-01,8.742693662643432617e-01,4.271780252456665039e-01,-5.892703533172607422e-01,-8.852069973945617676e-01
-8.223420381546020508e-02,-9.515814185142517090e-01,-6.642146706581115723e-01,7.120738923549652100e-02,-6.515747308731079102e-01,9.408891797065734863e-01,2.892636656761169434e-01,-6.176434755325317383e-01,-8.803219795227050781e-01
-5.804063379764556885e-02,-8.208002448081970215e-01,-6.125394701957702637e-01,6.559077650308609009e-02,-5.586721897125244141e-01,1.000000000000000000e+00,1.458835154771804810e-01,-4.728870987892150879e-01,-1.000000000000000000e+00
3.627540171146392822e-02,-8.866997957229614258e-01,-7.228855490684509277e-01,4.754746705293655396e-02,-5.154852271080017090e-01,9.642855525016784668e-01,1.225313544273376465e-02,-4.430487453937530518e-01,-8.792790174484252930e-01
1.240011304616928101e-03,-9.717999696731567383e-01,-7.401123642921447754e-01,-8.794372528791427612e-02,-4.193389415740966797e-01,1.000000000000000000e+00,3.865327686071395874e-02,-4.871178865432739258e-01,-7.893440127372741699e-01
1.764611899852752686e-02,-8.740202784538269043e-01,-7.006747126579284668e-01,-2.622082829475402832e-03,-3.897700309753417969e-01,9.742423295974731445e-01,1.760370433330535889e-01,-4.747837483882904053e-01,-7.578171491622924805e-01
-6.620758771896362305e-02,-8.363250494003295898e-01,-6.791924238204956055e-01,-9.717056155204772949e-02,-5.218939185142517090e-01,1.000000000000000000e+00,2.551447153091430664e-01,-4.677633345127105713e-01,-8.397853374481201172e-01
-1.625099405646324158e-02,-9.622933268547058105e-01,-6.966423392295837402e-01,-1.981605291366577148e-01,-6.165562272071838379e-01,9.106881618499755859e-01,2.211568355560302734e-01,-6.024183034896850586e-01,-8.704472780227661133e-01
-1.273875962942838669e-02,-9.673050642013549805e-01,-7.318071126937866211e-01,-9.641654789447784424e-02,-7.229582071304321289e-01,9.123972058296203613e-01,8.976925909519195557e-02,-7.310715913772583008e-01,-8.482875227928161621e-01
7.066768594086170197e-03,-8.538950085639953613e-01,-7.144449949264526367e-01,4.152075946331024170e-02,-8.583497405052185059e-01,7.917994856834411621e-01,-4.701098799705505371e-02,-8.254885673522949219e-01,-8.359065055847167969e-01
5.073842033743858337e-02,-9.902194738388061523e-01,-5.806537270545959473e-01,1.441703736782073975e-01,-9.193660020828247070e-01,6.649557352066040039e-01,-1.460448652505874634e-01,-9.374052286148071289e-01,-9.489213824272155762e-01
5.630692839622497559e-02,-1.000000000000000000e+00,-6.232118010520935059e-01,2.910219728946685791e-01,-8.640717267990112305e-01,7.996499538421630859e-01,-2.532778978347778320e-01,-9.727633595466613770e-01,-9.325018525123596191e-01
-7.066565752029418945e-02,-1.000000000000000000e+00,-5.720815062522888184e-01,3.335678279399871826e-01,-8.908351063728332520e-01,7.965431809425354004e-01,-2.786450088024139404e-01,-1.000000000000000000e+00,-9.818903803825378418e-01
-1.675409823656082153e-01,-1.000000000000000000e+00,-4.350653886795043945e-01,3.633757531642913818e-01,-8.222382068634033203e-01,7.411522865295410156e-01,-3.107008635997772217e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
-2.638314962387084961e-01,-9.107457995414733887e-01,-3.818016350269317627e-01,3.774544298648834229e-01,-8.297112584114074707e-01,8.678825497627258301e-01,-4.388803839683532715e-01,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.791037619113922119e-01,-7.629914283752441406e-01,-4.596004784107208252e-01,4.897466301918029785e-01,-7.305244207382202148e-01,7.852797508239746094e-01,-4.690805971622467041e-01,-1.000000000000000000e+00,-8.565337657928466797e-01
-2.748361825942993164e-01,-6.732440590858459473e-01,-5.093426704406738281e-01,5.590077638626098633e-01,-7.545211315155029297e-01,8.087877035140991211e-01,-3.692970573902130127e-01,-9.087503552436828613e-01,-7.466068267822265625e-01
-4.069509804248809814e-01,-6.156288981437683105e-01,-6.173464655876159668e-01,5.337533354759216309e-01,-7.399445772171020508e-01,7.796095609664916992e-01,-3.634135425090789795e-01,-7.597924470901489258e-01,-8.560416102409362793e-01
-3.543141782283782959e-01,-6.468285918235778809e-01,-7.274435162544250488e-01,4.313743710517883301e-01,-6.051626205444335938e-01,8.934900164604187012e-01,-2.413009554147720337e-01,-6.123325824737548828e-01,-9.435470104217529297e-01
-3.976823687553405762e-01,-5.960628986358642578e-01,-7.323027253150939941e-01,4.068912267684936523e-01,-6.478192210197448730e-01,9.216241836547851562e-01,-2.186229228973388672e-01,-7.138952016830444336e-01,-9.520250558853149414e-01
-3.816408514976501465e-01,-5.749768018722534180e-01,-8.192705512046813965e-01,4.795726537704467773e-01,-7.902594804763793945e-01,8.780737519264221191e-01,-1.345591247081756592e-01,-6.947273015975952148e-01,-1.000000000000000000e+00
-3.231549263000488281e-01,-5.547595024108886719e-01,-7.303974628448486328e-01,5.500801801681518555e-01,-7.572271227836608887e-01,8.745270371437072754e-01,-2.446044981479644775e-01,-7.663273811340332031e-01,-1.000000000000000000e+00
-2.933651506900787354e-01,-5.506471395492553711e-01,-7.939420938491821289e-01,4.020195007324218750e-01,-7.583553791046142578e-01,8.102148175239562988e-01,-1.742220073938369751e-01,-9.091435074806213379e-01,-9.745516777038574219e-01
-1.609228849411010742e-01,-6.483243703842163086e-01,-8.024472594261169434e-01,2.794460952281951904e-01,-7.206507921218872070e-01,8.253743052482604980e-01,-2.020123451948165894e-01,-9.027304053306579590e-01,-8.555792570114135742e-01
-2.520346045494079590e-01,-7.915550470352172852e-01,-6.939477920532226562e-01,3.025812208652496338e-01,-6.034532785415649414e-01,8.544578552246093750e-01,-1.089640185236930847e-01,-9.238284230232238770e-01,-7.806212902069091797e-01
-1.281221657991409302e-01,-7.699181437492370605e-01,-7.897122502326965332e-01,2.332205027341842651e-01,-6.938599348068237305e-01,7.785149812698364258e-01,-1.670393794775009155e-01,-9.072883129119873047e-01,-7.542238235473632812e-01
-1.501722335815429688e-01,-7.352918982505798340e-01,-9.152397513389587402e-01,1.095569729804992676e-01,-7.923110723495483398e-01,7.839382290840148926e-01,-2.528409659862518311e-01,-9.723029732704162598e-01,-7.841299772262573242e-01
-5.661239475011825562e-02,-8.811332583427429199e-01,-8.704261183738708496e-01,1.602199375629425049e-01,-7.027143239974975586e-01,9.137641191482543945e-01,-3.967996239662170410e-01,-1.000000000000000000e+00,-6.682785749435424805e-01
-6.905682384967803955e-02,-8.617560863494873047e-01,-8.215179443359375000e-01,2.139399200677871704e-01,-5.731922388076782227e-01,1.000000000000000000e+00,-3.307523727416992188e-01,-1.000000000000000000e+00,-5.543528795242309570e-01
-2.042905539274215698e-01,-9.424318075180053711e-01,-7.023022174835205078e-01,1.407973766326904297e-01,-6.569969058036804199e-01,8.914375901222229004e-01,-2.230188548564910889e-01,-9.999825358390808105e-01,-5.018849372863769531e-01
-2.825706303119659424e-01,-8.650196790695190430e-01,-6.243005394935607910e-01,8.457678556442260742e-02,-6.837921142578125000e-01,8.043446540832519531e-01,-8.005054295063018799e-02,-9.563017487525939941e-01,-3.715217709541320801e-01
-3.415549695491790771e-01,-7.804524302482604980e-01,-5.445429682731628418e-01,1.420734822750091553e-01,-5.441004037857055664e-01,7.724112272262573242e-01,-1.908353567123413086e-01,-9.047890901565551758e-01,-3.027288317680358887e-01
-3.190367817878723145e-01,-8.684070706367492676e-01,-5.432062149047851562e-01,8.573040366172790527e-02,-5.658604502677917480e-01,8.159767985343933105e-01,-1.172709316015243530e-01,-9.851216673851013184e-01,-3.311312198638916016e-01
-3.882883191108703613e-01,-9.588176012039184570e-01,-4.581900537014007568e-01,2.085062116384506226e-01,-6.047908067703247070e-01,8.913604617118835449e-01,1.827657222747802734e-03,-8.812844157218933105e-01,-4.262872040271759033e-01
-2.514007687568664551e-01,-9.958146810531616211e-01,-5.064178705215454102e-01,7.723560929298400879e-02,-6.089386940002441406e-01,7.740645408630371094e-01,-7.361039519309997559e-02,-9.362016320228576660e-01,-3.336393237113952637e-01
-1.387541741132736206e-01,-1.000000000000000000e+00,-3.988084197044372559e-01,1.844048798084259033e-01,-5.295433998107910156e-01,6.680730581283569336e-01,-1.651354134082794189e-02,-8.026944398880004883e-01,-2.788771688938140869e-01
-1.892691254615783691e-01,-9.998261928558349609e-01,-3.550909161567687988e-01,1.875759959220886230e-01,-6.435575485229492188e-01,6.116922497749328613e-01,7.420526444911956787e-02,-6.942690014839172363e-01,-3.876871466636657715e-01
-5.355310440063476562e-02,-1.000000000000000000e+00,-3.063967823982238770e-01,2.631235420703887939e-01,-5.499736666679382324e-01,7.454171776771545410e-01,1.808112859725952148e-02,-5.867170691490173340e-01,-4.981810748577117920e-01
7.959168404340744019e-03,-9.274066686630249023e-01,-2.530798017978668213e-01,1.888179630041122437e-01,-4.380607306957244873e-01,6.460747122764587402e-01,-1.158284395933151245e-01,-5.214775800704956055e-01,-5.055383443832397461e-01
1.126885712146759033e-01,-9.623875021934509277e-01,-3.525962233543395996e-01,2.897506356239318848e-01,-4.233878552913665771e-01,5.528334379196166992e-01,-4.971323907375335693e-02,-5.181434750556945801e-01,-4.742444455623626709e-01
1.009580716490745544e-01,-8.637747764587402344e-01,-2.537274062633514404e-01,3.525672852993011475e-01,-5.417674183845520020e-01,6.544895768165588379e-01,1.590654253959655762e-03,-4.590362310409545898e-01,-5.153495669364929199e-01
2.147419452667236328e-01,-7.961633205413818359e-01,-3.699502646923065186e-01,3.249006867408752441e-01,-4.258533120155334473e-01,5.186486244201660156e-01,1.400156468152999878e-01,-4.052874445915222168e-01,-4.759367704391479492e-01
1.459097266197204590e-01,-8.715257644653320312e-01,-2.373328059911727905e-01,2.643824219703674316e-01,-3.432017266750335693e-01,4.865851700305938721e-01,3.179186582565307617e-02,-5.520728826522827148e-01,-4.626595675945281982e-01
2.886433601379394531e-01,-9.107849001884460449e-01,-2.801750898361206055e-01,2.176099121570587158e-01,-3.370385766029357910e-01,4.687846302986145020e-01,1.457662582397460938e-01,-5.504166483879089355e-01,-4.603322148323059082e-01
1.801548302173614502e-01,-7.659630179405212402e-01,-3.551832139492034912e-01,8.961912989616394043e-02,-2.880946993827819824e-01,4.973945319652557373e-01,1.203099563717842102e-01,-5.737589597702026367e-01,-3.748130202293395996e-01
8.886862546205520630e-02,-6.698870062828063965e-01,-3.105590939521789551e-01,6.531006097793579102e-02,-3.006861209869384766e-01,4.243887066841125488e-01,1.959442496299743652e-01,-5.698965191841125488e-01,-4.285566508769989014e-01
1.176836639642715454e-01,-5.211666822433471680e-01,-3.299804031848907471e-01,1.915174871683120728e-01,-3.471810817718505859e-01,2.908084988594055176e-01,1.072168797254562378e-01,-5.942879915237426758e-01,-5.126661658287048340e-01
-3.224822878837585449e-02,-3.966662287712097168e-01,-2.268165796995162964e-01,2.642051577568054199e-01,-4.468367099761962891e-01,1.769175827503204346e-01,-2.250169217586517334e-02,-5.270792245864868164e-01,-3.840237855911254883e-01
-5.308748036623001099e-02,-5.109240412712097168e-01,-2.230987399816513062e-01,2.188547253608703613e-01,-4.843892455101013184e-01,2.133167684078216553e-01,4.311373829841613770e-02,-6.438981294631958008e-01,-5.233467221260070801e-01
9.521161764860153198e-02,-5.911055207252502441e-01,-3.569495677947998047e-01,1.258173286914825439e-01,-6.227018833160400391e-01,1.808600425720214844e-01,1.338342726230621338e-01,-6.915248036384582520e-01,-5.400916934013366699e-01
1.478876471519470215e-01,-5.884373188018798828e-01,-2.485158592462539673e-01,2.356280386447906494e-01,-7.697286605834960938e-01,2.642739415168762207e-01,1.220543533563613892e-01,-5.448726415634155273e-01,-5.451220870018005371e-01
2.939564287662506104e-01,-5.120664834976196289e-01,-3.239343762397766113e-01,2.471465319395065308e-01,-6.220879554748535156e-01,3.715331256389617920e-01,1.264423131942749023e-03,-4.829610586166381836e-01,-5.914481878280639648e-01
1.460511088371276855e-01,-5.410221815109252930e-01,-4.035080671310424805e-01,3.428073227405548096e-01,-6.708887815475463867e-01,4.697902202606201172e-01,-1.485562026500701904e-01,-5.406153202056884766e-01,-6.690986156463623047e-01
6.612131744623184204e-02,-6.705662012100219727e-01,-4.973707795143127441e-01,3.594721853733062744e-01,-7.334804534912109375e-01,4.450086653232574463e-01,-1.854961365461349487e-01,-4.278438389301300049e-01,-5.475088953971862793e-01
6.400840729475021362e-02,-7.215194106101989746e-01,-6.153305768966674805e-01,4.954930543899536133e-01,-8.654123544692993164e-01,3.843037486076354980e-01,-2.460762709379196167e-01,-4.817234575748443604e-01,-6.482228636741638184e-01
1.489568352699279785e-01,-8.347700834274291992e-01,-5.748586058616638184e-01,3.826468586921691895e-01,-9.942516684532165527e-01,5.071325898170471191e-01,-3.390376567840576172e-01,-3.853484094142913818e-01,-6.348335742950439453e-01
2.231378853321075439e-02,-6.981356143951416016e-01,-6.507702469825744629e-01,4.905404448509216309e-01,-1.000000000000000000e+00,6.133154630661010742e-01,-4.850690066814422607e-01,-3.818142712116241455e-01,-5.540007948875427246e-01
1.527524441480636597e-01,-5.753749608993530273e-01,-5.548827648162841797e-01,6.069978475570678711e-01,-1.000000000000000000e+00,5.485707521438598633e-01,-5.483784675598144531e-01,-4.186981022357940674e-01,-5.860046148300170898e-01
